label,feat_idx,feat_name,mae_change,max_change
suhu_y,6,hour_sin,0.27325519919395447,0.6168180704116821
suhu_y,4,dewpoint_2m,0.25336551666259766,0.5196120142936707
suhu_y,3,humidity,0.24312527477741241,0.4759258031845093
suhu_y,5,wind_speed_10m,0.15120655298233032,0.29534411430358887
suhu_y,11,temp_lag_168,0.14758680760860443,0.38059544563293457
suhu_y,10,temp_lag_24,0.09755142778158188,0.23450839519500732
suhu_y,9,doy_cos,0.08286400139331818,0.0835164338350296
suhu_y,2,cloud_cover,0.06782487034797668,0.16045832633972168
suhu_y,7,hour_cos,0.054090287536382675,0.1217292845249176
suhu_y,8,doy_sin,0.0442470982670784,0.04589104652404785
suhu_y,1,light_intensity,0.019147207960486412,0.04378882050514221
humidity_y,2,dewpoint_2m,0.2714920938014984,1.062349796295166
humidity_y,6,hour_cos,0.258166640996933,0.6350669860839844
humidity_y,1,suhu,0.10653536021709442,0.19465065002441406
humidity_y,5,hour_sin,0.08930175751447678,0.23124831914901733
humidity_y,8,doy_cos,0.06463950127363205,0.06577479839324951
humidity_y,4,wind_speed_10m,0.05254771560430527,0.20367898046970367
humidity_y,3,cloud_cover,0.04115685448050499,0.13694548606872559
humidity_y,7,doy_sin,0.025730503723025322,0.026734113693237305
light_intensity_y,2,hour_sin,0.5296920537948608,1.0022681951522827
light_intensity_y,3,hour_cos,0.0910065770149231,0.16631293296813965
light_intensity_y,1,cloud_cover,0.03002285398542881,0.060980021953582764
light_intensity_y,5,doy_cos,0.021883131936192513,0.022038817405700684
light_intensity_y,4,doy_sin,0.01603819616138935,0.016186118125915527
precipitation_y,7,wind_dir_cos,0.12467269599437714,0.5035489201545715
precipitation_y,11,doy_cos,0.09845856577157974,0.09922096133232117
precipitation_y,3,humidity,0.06523197144269943,0.30244365334510803
precipitation_y,9,hour_cos,0.057299740612506866,0.2225010097026825
precipitation_y,2,surface_pressure,0.05322448909282684,0.23847824335098267
precipitation_y,4,dewpoint_2m,0.05174674093723297,0.40949705243110657
precipitation_y,1,cloud_cover,0.012895223684608936,0.04575425386428833
precipitation_y,10,doy_sin,0.011448534205555916,0.011665910482406616
precipitation_y,8,hour_sin,0.009850624017417431,0.033538371324539185
precipitation_y,6,wind_dir_sin,0.009110264480113983,0.06413730978965759
precipitation_y,5,wind_speed_10m,0.007659538649022579,0.01599019765853882
