label,feat_idx,feat_name,mae_change,max_change
suhu_y,6,hour_sin,0.2937430441379547,0.632080614566803
suhu_y,4,dewpoint_2m,0.29138052463531494,0.4985870122909546
suhu_y,3,humidity,0.22394520044326782,0.4600890874862671
suhu_y,11,temp_lag_168,0.15926580131053925,0.4776945114135742
suhu_y,5,wind_speed_10m,0.12842033803462982,0.30743539333343506
suhu_y,10,temp_lag_24,0.09830036014318466,0.25680673122406006
suhu_y,9,doy_cos,0.08774518966674805,0.08875438570976257
suhu_y,2,cloud_cover,0.0730220228433609,0.21927732229232788
suhu_y,7,hour_cos,0.05350234732031822,0.11938214302062988
suhu_y,8,doy_sin,0.045404963195323944,0.04654347896575928
suhu_y,1,light_intensity,0.005121041089296341,0.01560211181640625
humidity_y,1,suhu,0.398641973733902,0.8002378940582275
humidity_y,6,hour_cos,0.3885337710380554,0.7635462284088135
humidity_y,2,dewpoint_2m,0.2974965274333954,1.0774765014648438
humidity_y,4,wind_speed_10m,0.10207273811101913,0.24044787883758545
humidity_y,8,doy_cos,0.04652206599712372,0.04727315902709961
humidity_y,5,hour_sin,0.038287077099084854,0.07471483945846558
humidity_y,3,cloud_cover,0.03646377846598625,0.13491904735565186
humidity_y,7,doy_sin,0.022838706150650978,0.023479461669921875
light_intensity_y,2,hour_sin,0.4583064317703247,1.0856659412384033
light_intensity_y,5,doy_cos,0.04376541078090668,0.044052064418792725
light_intensity_y,3,hour_cos,0.03557100147008896,0.0848863273859024
light_intensity_y,4,doy_sin,0.013002430088818073,0.013138771057128906
light_intensity_y,1,cloud_cover,0.0049246689304709435,0.010654687881469727
precipitation_y,5,wind_speed_10m,0.1743239015340805,0.3680344820022583
precipitation_y,7,wind_dir_cos,0.1727321594953537,0.6334609985351562
precipitation_y,4,dewpoint_2m,0.14664070308208466,0.6484068036079407
precipitation_y,3,humidity,0.07138936966657639,0.31356239318847656
precipitation_y,11,doy_cos,0.0631391853094101,0.0637458860874176
precipitation_y,1,cloud_cover,0.010700919665396214,0.02308511734008789
precipitation_y,2,surface_pressure,0.009756926447153091,0.02309185266494751
precipitation_y,8,hour_sin,0.0028282080311328173,0.012678861618041992
precipitation_y,10,doy_sin,0.002801248338073492,0.0028533637523651123
precipitation_y,9,hour_cos,0.0016521073412150145,0.005032934248447418
precipitation_y,6,wind_dir_sin,0.0005255728028714657,0.0019846558570861816
